platform,title,clean_item_label,item_id,price,sales_count,gross_amount,net_amount,avg_gross_per_sale,avg_net_per_sale,views,likes,status_or_category,first_date,last_date,first_offered_date,first_offered_basis,first_offered_confidence,recency_basis,grain,source_page,source_file,imported_at
ManyVids,Greedy SSBBW Devours Roommates Leftovers,Greedy SSBBW Devours Roommates Leftovers,7622176,36.99,4,147.97,88.78,36.99,22.2,89.0,,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Fucking Your Stuffed SSBBW Girlfriend POV,Fucking Your Stuffed SSBBW Girlfriend POV,7581172,20.99,17,356.83,214.1,20.99,12.59,192.0,1.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Best Friend's Step-Mom Shows You How to Please SSBBW,Best Friend's Step-Mom Shows You How to Please SSBBW,7532716,27.99,30,839.7,503.82,27.99,16.79,343.0,12.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Gaining SSBBW Wants to Reach 600lbs,Gaining SSBBW Wants to Reach 600lbs,7488114,19.99,13,259.87,155.92,19.99,11.99,204.0,8.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Gaining SSBBW Smoking and Kitchen Tour,Gaining SSBBW Smoking and Kitchen Tour,7466524,27.99,2,55.98,33.59,27.99,16.8,100.0,4.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Gaining SSBBW Gets Horny While Stuffing Pizza,Gaining SSBBW Gets Horny While Stuffing Pizza,7451535,36.99,10,369.9,221.94,36.99,22.19,207.0,10.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Gaining SSBBW Smokes and Shares Workout Routine,Gaining SSBBW Smokes and Shares Workout Routine,7414684,27.99,7,195.93,117.56,27.99,16.79,150.0,7.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Gluttonous Girlfriend Can't Hold Back Farts,Gluttonous Girlfriend Can't Hold Back Farts,7352060,19.99,6,119.93,71.96,19.99,11.99,270.0,8.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Your Job Depends on How Well You Feed Me,Your Job Depends on How Well You Feed Me,7334989,19.99,11,219.88,131.93,19.99,11.99,238.0,10.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Greedy SSBBW Rapid Growth Until Pop,Greedy SSBBW Rapid Growth Until Pop,7308812,14.99,22,329.78,197.87,14.99,8.99,269.0,11.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Gassy SSBBW Giantess Vores You,Gassy SSBBW Giantess Vores You,7249689,24.99,14,349.87,209.92,24.99,14.99,502.0,20.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Growing SSBBW Ex Rides You POV,Growing SSBBW Ex Rides You POV,7164228,21.99,43,945.57,567.34,21.99,13.19,629.0,34.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Greedy SSBBW Stuffs Whole Thanksgiving Dinner,Greedy SSBBW Stuffs Whole Thanksgiving Dinner,7097360,31.99,23,735.77,441.46,31.99,19.19,369.0,19.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,SSBBW Psychologist III: Making You My Feeder POV,SSBBW Psychologist III: Making You My Feeder POV,7063140,29.99,13,389.87,233.92,29.99,17.99,393.0,17.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Gaining SSBBW Dorothy Fucks Wizard POV,Gaining SSBBW Dorothy Fucks Wizard POV,7048302,23.99,35,839.65,503.79,23.99,14.39,565.0,36.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Gassy SSBBW Ignores You and Stuffs,Gassy SSBBW Ignores You and Stuffs,6992472,15.99,18,287.82,172.69,15.99,9.59,288.0,15.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Gaining SSBBW Smoking and Clothes Try On,Gaining SSBBW Smoking and Clothes Try On,6883463,27.99,10,279.9,167.94,27.99,16.79,262.0,9.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,SSBBW Pussy Licking and Toe Sucking,SSBBW Pussy Licking and Toe Sucking,6802263,21.99,24,527.77,316.66,21.99,13.19,382.0,32.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,SSBBW Squashes You Under Ass and Feet,SSBBW Squashes You Under Ass and Feet,6785506,17.99,16,643.03,385.82,40.19,24.11,287.0,25.0,Custom Vid,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Cursed Cake Makes Greedy SSBBW Explode,Cursed Cake Makes Greedy SSBBW Explode,6734246,27.99,58,1623.42,974.05,27.99,16.79,659.0,38.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Horny SSBBW Neighbor Wants to Get Pregnant POV,Horny SSBBW Neighbor Wants to Get Pregnant POV,6630757,20.99,78,1637.22,982.33,20.99,12.59,889.0,76.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,SSBBW Psychologist II: Facestuffing and Gaining,SSBBW Psychologist II: Facestuffing and Gaining,6521895,24.99,17,424.83,254.9,24.99,14.99,497.0,32.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Horny SSBBW Secretly Cums During Meeting,Horny SSBBW Secretly Cums During Meeting,6508391,21.99,47,1033.53,620.12,21.99,13.19,613.0,53.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,SSBBW Burps and Farts While Stuffing,SSBBW Burps and Farts While Stuffing,6491595,34.99,48,2177.45,1306.47,45.36,27.22,582.0,31.0,Custom Vid,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,SSBBW Stuffs in the Car Until Stuck,SSBBW Stuffs in the Car Until Stuck,6486582,28.99,18,521.82,313.09,28.99,17.39,286.0,20.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,SSBBW Does Steamy Striptease for You,SSBBW Does Steamy Striptease for You,6400740,21.99,67,724.47,434.68,10.81,6.49,622.0,54.0,Custom Vid,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Gaining SSBBW Stuffs Face Post-Workout,Gaining SSBBW Stuffs Face Post-Workout,6389538,19.99,23,459.77,275.86,19.99,11.99,563.0,42.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Smoking SSBBW Gets Ready Voyeur Cam,Smoking SSBBW Gets Ready Voyeur Cam,6356182,21.99,18,686.95,412.17,38.16,22.9,369.0,24.0,Custom Vid,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,SSBBW Rips Leggings and Fucks Pussy,SSBBW Rips Leggings and Fucks Pussy,6368275,19.99,43,1052.77,631.66,24.48,14.69,448.0,48.0,Custom Vid,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Gaining SSBBW Wife Fucks You POV,Gaining SSBBW Wife Fucks You POV,6351515,21.99,81,1781.18,1068.71,21.99,13.19,937.0,91.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Submissive SSBBW Gaining and Titty Fucking,Submissive SSBBW Gaining and Titty Fucking,6333399,23.99,12,287.88,172.73,23.99,14.39,441.0,31.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Gaining SSBBW Measurements and Weigh-In,Gaining SSBBW Measurements and Weigh-In,6216191,34.99,18,629.82,377.89,34.99,20.99,321.0,17.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Greedy SSBBW Girlfriend Vores You POV,Greedy SSBBW Girlfriend Vores You POV,6216173,21.99,25,807.6,484.56,32.3,19.38,421.0,23.0,Custom Vid,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,SSBBW Jiggles Fat for Your Cum Part 2,SSBBW Jiggles Fat for Your Cum Part 2,6161470,16.99,28,725.38,435.23,25.91,15.54,680.0,50.0,Custom Vid,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,SSBBW Girlfriend Encourages Mutual Gain POV,SSBBW Girlfriend Encourages Mutual Gain POV,6145564,24.99,17,424.83,254.9,24.99,14.99,471.0,27.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Growing SSBBW Belly and Ass Worship,Growing SSBBW Belly and Ass Worship,6139637,24.99,46,1146.53,687.92,24.92,14.95,647.0,54.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,SSBBW Smokes After Thanksgiving Stuffing,SSBBW Smokes After Thanksgiving Stuffing,6131493,29.99,16,430.33,258.2,26.9,16.14,304.0,17.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,"SSBBW Giantess Teasing, Shrinking, and Vore","SSBBW Giantess Teasing, Shrinking, and Vore",6093489,24.99,34,794.67,476.8,23.37,14.02,862.0,57.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,SSBBW Jiggles Fat for Your Cum,SSBBW Jiggles Fat for Your Cum,6093090,16.99,38,854.48,512.69,22.49,13.49,663.0,60.0,Custom Vid,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Bloated SSBBW Chugs Soda and Burps,Bloated SSBBW Chugs Soda and Burps,6057184,24.99,17,406.08,243.65,23.89,14.33,493.0,28.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,SSBBW Ex Wants to Get Pregnant,SSBBW Ex Wants to Get Pregnant,6050060,13.99,84,1120.57,672.34,13.34,8.0,1169.0,74.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,SSBBW Girlfriend Grows into 14-foot Giantess,SSBBW Girlfriend Grows into 14-foot Giantess,6047538,21.99,43,1157.23,694.34,26.91,16.15,785.0,50.0,Custom Vid,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Stuffed SSBBW Wife Wants to Fuck,Stuffed SSBBW Wife Wants to Fuck,5809964,19.99,75,1472.25,883.35,19.63,11.78,1355.0,81.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Unaware Horny SSBBW Plays With Herself,Unaware Horny SSBBW Plays With Herself,5807683,14.99,61,891.88,535.13,14.62,8.77,1003.0,64.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Dominant Boss Makes You Worship Belly,Dominant Boss Makes You Worship Belly,5798980,15.99,51,789.08,473.45,15.47,9.28,1137.0,89.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Shy SSBBW Concierge Fucks You POV,Shy SSBBW Concierge Fucks You POV,5775521,17.99,142,2511.38,1506.83,17.69,10.61,1663.0,111.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Gaining SSBBW Mistress Teases You POV,Gaining SSBBW Mistress Teases You POV,5766109,12.99,33,376.92,226.15,11.42,6.85,1018.0,58.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,SSBBW Feedee Stuffing and Makeout POV,SSBBW Feedee Stuffing and Makeout POV,5758347,24.99,34,842.17,505.3,24.77,14.86,696.0,47.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Gaining SSBBW Makes Her Buttons Pop,Gaining SSBBW Makes Her Buttons Pop,5741666,14.99,36,532.88,319.73,14.8,8.88,1294.0,48.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,SSBBW Giantess Rubs Pussy on You,SSBBW Giantess Rubs Pussy on You,5735033,14.99,66,835.58,501.35,12.66,7.6,922.0,61.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,1,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,SSBBW Oiled Up Jiggling and Bouncing,SSBBW Oiled Up Jiggling and Bouncing,5718298,19.99,30,840.37,504.22,28.01,16.81,987.0,64.0,Custom Vid,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,2,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Horny SSBBW Jiggles for Your Cum,Horny SSBBW Jiggles for Your Cum,5716414,17.99,22,639.05,383.43,29.05,17.43,660.0,43.0,Custom Vid,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,2,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Fat Ass SSBBW Masturbates for You,Fat Ass SSBBW Masturbates for You,5698401,10.99,49,530.27,318.16,10.82,6.49,671.0,49.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,2,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,SSBBW Psychologist Makes You Worship Belly POV,SSBBW Psychologist Makes You Worship Belly POV,5637466,24.99,20,492.3,295.38,24.62,14.77,657.0,49.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,2,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Horny SSBBW Fucks Fat Creamy Pussy,Horny SSBBW Fucks Fat Creamy Pussy,5635276,11.99,50,592.3,355.38,11.85,7.11,859.0,73.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,2,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Old Fling Grows Into Massive SSBBW,Old Fling Grows Into Massive SSBBW,5629921,20.99,26,515.13,309.08,19.81,11.89,519.0,28.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,2,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Your SSBBW Wife Denies Getting Fatter POV,Your SSBBW Wife Denies Getting Fatter POV,5615938,21.99,51,1098.38,659.03,21.54,12.92,912.0,41.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,2,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,SSBBW Stuffs Pizza While Vibing Pussy,SSBBW Stuffs Pizza While Vibing Pussy,5608057,24.99,16,388.58,233.15,24.29,14.57,454.0,28.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,2,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Horny SSBBW Strips and Cums POV,Horny SSBBW Strips and Cums POV,5580590,12.99,34,383.92,230.35,11.29,6.77,508.0,39.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,2,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Smelly SSBBW Makes You Worship Ass,Smelly SSBBW Makes You Worship Ass,5580197,20.99,65,1301.3,780.78,20.02,12.01,1303.0,104.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,2,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Unaware SSBBW Smokes and Outgrows Clothes,Unaware SSBBW Smokes and Outgrows Clothes,5589839,16.99,18,483.03,289.82,26.84,16.1,282.0,13.0,Custom Vid,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,2,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,SSBBW Turns Feeder Boyfriend Into Cuckold,SSBBW Turns Feeder Boyfriend Into Cuckold,5577460,15.99,30,408.3,244.98,13.61,8.17,634.0,26.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,2,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Horny SSBBW Squirts on First Date POV,Horny SSBBW Squirts on First Date POV,5558080,21.99,75,1619.55,971.73,21.59,12.96,1261.0,78.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,2,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Jiggling SSBBW Working Out in Lingerie,Jiggling SSBBW Working Out in Lingerie,5553793,16.99,11,455.55,273.33,41.41,24.85,190.0,11.0,Custom Vid,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,2,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Gaining Horny SSBBW Date Wants You POV,Gaining Horny SSBBW Date Wants You POV,5527342,15.99,23,367.77,220.66,15.99,9.59,666.0,46.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,2,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,SSBBW Rapid Growth Riding You POV,SSBBW Rapid Growth Riding You POV,5527123,22.99,74,1385.57,831.34,18.72,11.23,1080.0,59.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,2,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,SSBBW Oil Play and Fat Jiggling,SSBBW Oil Play and Fat Jiggling,5509451,15.99,56,1125.57,675.34,20.1,12.06,1123.0,80.0,Custom Vid,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,2,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Licking Whipped Cream Off My Fat SSBBW Tits,Licking Whipped Cream Off My Fat SSBBW Tits,5491309,16.99,7,402.58,241.55,57.51,34.51,169.0,15.0,Custom Vid,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,2,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,SSBBW Slut Seduces You Into Impregnation POV,SSBBW Slut Seduces You Into Impregnation POV,5488685,16.99,92,1471.13,882.68,15.99,9.59,916.0,95.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,2,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,SSBBW Hanging Belly and Fat Clapping,SSBBW Hanging Belly and Fat Clapping,5473131,13.99,39,448.42,269.05,11.5,6.9,398.0,41.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,2,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Horny SSBBW Succubus Grows for Your Cum POV,Horny SSBBW Succubus Grows for Your Cum POV,5475599,18.99,35,659.9,395.94,18.85,11.31,482.0,30.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,2,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
