canonical_content_id,canonical_title,content_group,listed_platforms,priced_platforms,c4s_price,manyvids_price,curvage_price,modelcentro_price,min_price,max_price,price_spread,price_status,coverage_note,source_rows,source
Video 0228,Worship My Sweaty Ass,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",$20.99,$20.99,,,20.99,20.99,0.0,Partial coverage,"Missing Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0255,Worship My Sweaty Fat,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",$24.99,$24.99,,,24.99,24.99,0.0,Partial coverage,"Missing Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0070,BBW Awards Show Performance - 1/21/2020,Video,ModelCentro,MC Clipstore,,,,$4.99,4.99,4.99,0.0,Partial coverage,"Missing C4S, ManyVids, Curvage; OnlyFans omitted pending stronger title dedupe",2,private_content_mapping.csv
Video 0051,BBW Strip Night Cheetah's Hollywood 7/28/19,Video,ModelCentro,MC Clipstore,,,,$4.99,4.99,4.99,0.0,Partial coverage,"Missing C4S, ManyVids, Curvage; OnlyFans omitted pending stronger title dedupe",2,private_content_mapping.csv
Video 0035,Big Horny Housewife,Video,"ManyVids, ModelCentro",ManyVids,,$4.99,,,4.99,4.99,0.0,Partial coverage,"Missing C4S, Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",2,private_content_mapping.csv
Video 0014,"Close Up BJ on 7"" Toy",Video,ModelCentro,MC Clipstore,,,,$4.99,4.99,4.99,0.0,Partial coverage,"Missing C4S, ManyVids, Curvage; OnlyFans omitted pending stronger title dedupe",2,private_content_mapping.csv
Video 0047,Fat Girl in Skimpy Lingerie,Video,"ManyVids, ModelCentro",ManyVids,,$4.99,,,4.99,4.99,0.0,Partial coverage,"Missing C4S, Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",2,private_content_mapping.csv
Video 0037,Fat Goddess Fucks Pussy,Video,"ManyVids, ModelCentro",ManyVids,,$4.99,,,4.99,4.99,0.0,Partial coverage,"Missing C4S, Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",2,private_content_mapping.csv
Video 0030,Fatty in the Sun,Video,"ManyVids, ModelCentro",ManyVids,,$4.99,,,4.99,4.99,0.0,Partial coverage,"Missing C4S, Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",2,private_content_mapping.csv
Video 0009,Fuck me in my stilettos,Video,ModelCentro,MC Clipstore,,,,$7.99,7.99,7.99,0.0,Partial coverage,"Missing C4S, ManyVids, Curvage; OnlyFans omitted pending stronger title dedupe",2,private_content_mapping.csv
Video 0083,Fucking My Pussy Until it Drips Sweet Creamy Cum,Video,ModelCentro,MC Clipstore,,,,$9.99,9.99,9.99,0.0,Partial coverage,"Missing C4S, ManyVids, Curvage; OnlyFans omitted pending stronger title dedupe",2,private_content_mapping.csv
Video 0073,"Gagging, Drooling, and Riding",Video,ModelCentro,MC Clipstore,,,,$12.99,12.99,12.99,0.0,Partial coverage,"Missing C4S, ManyVids, Curvage; OnlyFans omitted pending stronger title dedupe",2,private_content_mapping.csv
Video 0017,Getting Steamy in the Hot Tub,Video,ModelCentro,MC Clipstore,,,,$8.99,8.99,8.99,0.0,Partial coverage,"Missing C4S, ManyVids, Curvage; OnlyFans omitted pending stronger title dedupe",2,private_content_mapping.csv
Video 0031,Hitachi Makes Me Squirt,Video,"ManyVids, ModelCentro",ManyVids,,$4.99,,,4.99,4.99,0.0,Partial coverage,"Missing C4S, Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",2,private_content_mapping.csv
Video 0041,I Need V-day Dick,Video,"ManyVids, ModelCentro",ManyVids,,$4.99,,,4.99,4.99,0.0,Partial coverage,"Missing C4S, Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",2,private_content_mapping.csv
Video 0042,Lady in Black,Video,"ManyVids, ModelCentro",ManyVids,,$4.99,,,4.99,4.99,0.0,Partial coverage,"Missing C4S, Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",2,private_content_mapping.csv
Video 0045,Lady Loves to Play,Video,"ManyVids, ModelCentro",ManyVids,,$4.99,,,4.99,4.99,0.0,Partial coverage,"Missing C4S, Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",2,private_content_mapping.csv
Video 0038,Lady Needs Your Cum,Video,"ManyVids, ModelCentro",ManyVids,,$4.99,,,4.99,4.99,0.0,Partial coverage,"Missing C4S, Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",2,private_content_mapping.csv
Video 0103,Multi-Orgasm Vibrator Riding,Video,ModelCentro,MC Clipstore,,,,$11.99,11.99,11.99,0.0,Partial coverage,"Missing C4S, ManyVids, Curvage; OnlyFans omitted pending stronger title dedupe",2,private_content_mapping.csv
Video 0004,Naughty gym shower!,Video,ModelCentro,MC Clipstore,,,,$5.00,5.0,5.0,0.0,Partial coverage,"Missing C4S, ManyVids, Curvage; OnlyFans omitted pending stronger title dedupe",2,private_content_mapping.csv
Video 0049,Sexy Soft Curves,Video,"ManyVids, ModelCentro",ManyVids,,$4.99,,,4.99,4.99,0.0,Partial coverage,"Missing C4S, Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",2,private_content_mapping.csv
Video 0027,Squeaky Chair Big Girl,Video,"ManyVids, ModelCentro",ManyVids,,$4.99,,,4.99,4.99,0.0,Partial coverage,"Missing C4S, Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",2,private_content_mapping.csv
Video 0024,Squirting and Fishnets,Video,"ManyVids, ModelCentro",ManyVids,,$4.99,,,4.99,4.99,0.0,Partial coverage,"Missing C4S, Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",2,private_content_mapping.csv
Video 0001,US Independence Day! Popsicles and Pussies..,Video,ModelCentro,MC Clipstore,,,,$5.99,5.99,5.99,0.0,Partial coverage,"Missing C4S, ManyVids, Curvage; OnlyFans omitted pending stronger title dedupe",2,private_content_mapping.csv
